Unique_ID,CompetitionFY,Institution,Total_Amount,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
546602-2020,2020,University of Calgary,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Understanding the Infection Dynamics of Mycobacterium Paratuberculosis (MAP),"Health, education and social services",Animal biology
546807-2020,2020,McGill University,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Cell-surface interactions between bacteria and engineered nanopillars,"Health, education and social services",Biomedical engineering
557198-2021,2021,Université de Montréal,5.0,Postdoctoral Fellowships,Training programs,Deciphering the bacterial Tad pilus biosynthetic machinery,"Health, education and social services",Microbiology
532117-2019,2019,McMaster University,26250.0,Postdoctoral Fellowships,Training programs,Evolution of virus-host interactions in bats,Agriculture and primary food production,Microbiology
532956-2019,2019,McMaster University,45000.0,Postdoctoral Fellowships,Training programs,Development of an alternative therapeutic for controlling mastitis in dairy cows,Agriculture and primary food production,Microbiology
534080-2019,2019,University of Regina,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Investigating ecological drivers of antimicrobial resistance gene movement and persistence in pristine environments,Agriculture and primary food production,Microbiology
548040-2020,2020,University of Alberta,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Cell-specific role of immunity in intestinal stem cell division,"Health, education and social services",Cell biology
535659-2019,2019,Laurentian University of Sudbury,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Characterizing biochemical adaptation to nutrient stress in microbial systems,Northern development,Biochemistry
547294-2020,2020,McMaster University,21000.0,Postgraduate Scholarships - Doctoral,Training programs,Effect of temperate phages on the population dynamics of a model community of the gut microbiota,Environment,Microbiology
RGPIN-2020-05334,2020,University of Manitoba,30000.0,Discovery Grants Program - Individual,Discovery grants programs,Microbiome management for sustainable agriculture,Agriculture and primary food production,Microbiology
547003-2020,2020,Dalhousie University,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Utilizing Approximate Computing Methods in the Design of Custom Deep Learning Hardware,Information and communication services,Electrical and electronic engineering
RGPIN-2020-04402,2020,University of Alberta,23000.0,Discovery Grants Program - Individual,Discovery grants programs,Developing a novel centrifugal-based microfluidic particle focusing device; a microhydrocyclone,"Health, education and social services",Mechanical engineering
RGPIN-2020-06838,2020,École Polytechnique de Montréal,39000.0,Discovery Grants Program - Individual,Discovery grants programs,Advanced reagent delivery systems for microfluidics,Manufacturing processes and products,Fluid mechanics
535059-2019,2019,University of Toronto,21000.0,Postgraduate Scholarships - Doctoral,Training programs,Investigating the biphasic nature of glucose-stimulated insulin secretion through the design and application of islet-on-a-chip devices,"Health, education and social services",Biomedical engineering
546714-2020,2020,McGill University,21000.0,Postgraduate Scholarships - Doctoral,Training programs,An Improved Culture Platform to Study In Vitro Placental Trophoblast Fusion and Transport Behaviour_x000d_,Agriculture and primary food production,Biomedical engineering
RGPIN-2019-04687,2019,University of Toronto,79000.0,Discovery Grants Program - Individual,Discovery grants programs,Microfluidic Tools for Bioanalysis,"Health, education and social services",Analytical chemistry
RGPIN-2019-06289,2019,University of Calgary,40000.0,Discovery Grants Program - Individual,Discovery grants programs,The Biology of Microglia: Adenosine A3 Receptor Suppression,"Health, education and social services",Cell biology
RGPIN-2019-04533,2019,University of Alberta,30000.0,Discovery Grants Program - Individual,Discovery grants programs,Cytokine involvement in microglia proliferation,"Health, education and social services",Cell biology
546677-2020,2020,University of Calgary,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Modeling and stability analysis of a renewable-rich islanded microgrid using dynamic phasors,Energy resources,Electrical and electronic engineering
RGPIN-2020-04775,2020,Dalhousie University,23000.0,Discovery Grants Program - Individual,Discovery grants programs,Microlocal Analysis of Random Systems and Fractal Sets,Environment,Pure mathematics
547334-2020,2020,University of Waterloo,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Development and Implementation of a Computational Material Model for Virtual Crash Analysis of Non-Crimp Fabric Composite Structures.,"Construction, urban and rural planning",Mechanical engineering
RGPIN-2020-07057,2020,Université de Sherbrooke,36000.0,Discovery Grants Program - Individual,Discovery grants programs,"Determination and optimization of Bacillus subtilis traits required for its establishment, persistence and activities on plant roots",Agriculture and primary food production,Microbiology
RGPIN-2020-06978,2020,McMaster University,37000.0,Discovery Grants Program - Individual,Discovery grants programs,The role of bacterial interactions in succession of microbial communities in anaerobic environments,Transportation systems and services,Microbiology
RGPIN-2020-07029,2020,University of Calgary,42000.0,Discovery Grants Program - Individual,Discovery grants programs,Team Play:  Determining Syntrophic Interactions in Hydrocarbon Biodegradation Processes,Environment,Microbiology
RGPIN-2019-06397,2019,McMaster University,47000.0,Discovery Grants Program - Individual,Discovery grants programs,Applications of Genomics Derived Characteristics for Evolutionary and Functional studies and for Development of Novel Diagnostics and Therapeutics,"Health, education and social services",Evolution and ecology
558410-2020,2020,Université du Québec à Rimouski,235514.0,Alliance Grants,Research partnerships programs,"Microplastics and plastic additives in the St. Lawrence River and Estuary: occurrence, fate and impacts _x000d_",Environment,Evolution and ecology
558439-2020,2020,University of Toronto,249940.0,Alliance Grants,Research partnerships programs,"pELAstic: a whole-ecosystem experiment to understand the fate and effects of microplastics_x000d_
 _x000d_
 _x000d_",Environment,Evolution and ecology
558447-2020,2020,University of British Columbia,233922.0,Alliance Grants,Research partnerships programs,"Sources, sinks and fate of microplastics in the Strait of Georgia and its urbanized watershed: a solution-oriented natural mesocosm study. _x000d_
 _x000d_",Manufacturing processes and products,Oceanography
556366-2020,2020,University of Toronto,24100.0,Alliance Grants,Research partnerships programs,"Development and Implementation of a Nanoplastic Analysis Method for Drinking Water_x000d_
_x000d_",Transportation systems and services,Civil engineering
532589-2019,2019,McGill University,45000.0,Postdoctoral Fellowships,Training programs,Novel methods to explore the role of microplastics and nanoplastics as sources and sinks of contaminants to organisms,Environment,Chemical engineering
547439-2020,2020,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Characterization of stormwater and atmospheric microplastics and microplastic removal method efficiencies in bioretention cells,Environment,Civil engineering
RGPIN-2020-04551,2020,University of Toronto,32000.0,Discovery Grants Program - Individual,Discovery grants programs,Soft Medical Microrobots,Manufacturing processes and products,Mechanical engineering
RGPIN-2019-05823,2019,Université de Sherbrooke,40180.0,Discovery Grants Program - Individual,Discovery grants programs,Quantum many-body information,Information and communication services,Physics
RGPIN-2019-05924,2019,Queen's University,50000.0,Discovery Grants Program - Individual,Discovery grants programs,Molecular mechanisms of kinesins that control microtubule and actin polymerization dynamics,"Health, education and social services",Biochemistry
RGPIN-2020-06786,2020,École Polytechnique de Montréal,33000.0,Discovery Grants Program - Individual,Discovery grants programs,3D Dynamic Ultrasound Localization Microscopy,"Health, education and social services",Biomedical engineering
535553-2019,2019,University of British Columbia,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Training programs,Development of Accurate and Sensitive Gas Sensors using Planar Microwave Resonators and Functionalized Materials utilizing UV photogeneration,Manufacturing processes and products,Electrical and electronic engineering
